Domain;Country;Element;Item;Year;Unit;Value
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;4.97
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;4.45
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;3.87
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;3.84
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;1.7
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;2.12
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;2.04
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;1.87
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;2.03
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;1.68
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;1.85
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;1.9
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;2.19
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;1.63
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;22.34
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;17.84
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;13.05
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;19.75
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;22.09
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;25.31
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;26.31
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;28.06
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;25.86
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;26.26
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;16.22
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;17.32
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;18.05
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;19.21
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;20.06
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;21.93
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;18.79
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;21.16
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;23.57
Food Supply - Livestock and Fish Primary Equivalent;Bulgaria;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;20.68
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;7.78
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;7.36
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;8.83
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;8.75
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;9.73
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;10.38
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;9.19
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;9.06
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;12.6
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;12.41
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;1.06
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;1.22
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;1.21
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;1.12
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;1.01
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;1.02
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;0.91
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;0.81
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;1.61
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;1.71
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;28.26
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;31.59
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;37.94
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;41.56
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;40.63
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;44.73
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;41.98
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;42.6
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;44.71
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;42.79
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;11.31
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;8.85
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;9.16
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;10.47
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;10.5
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;10.32
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;8.15
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;7.35
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;9.01
Food Supply - Livestock and Fish Primary Equivalent;Croatia;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;8.52
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;4.88
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;5.62
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;5.05
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;5.68
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;5.71
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;6.26
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;6.41
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;6.94
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;6.77
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;5.79
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;7.55
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;7.09
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;8.04
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;7.62
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;7.36
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;5.99
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;5.63
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;5.38
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;5.66
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;5.05
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;37.92
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;40.41
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;41.81
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;40.62
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;37.2
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;38.43
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;37.68
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;38.36
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;39.68
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;38.38
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;28.4
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;29.53
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;23.93
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;25.92
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;27.3
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;26.32
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;26.5
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;26.7
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;25.86
Food Supply - Livestock and Fish Primary Equivalent;Cyprus;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;24.45
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;10.4
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;9.8
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;9.27
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;9.64
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;9.34
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;9.68
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;9.59
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;9.11
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;8.13
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;8.15
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;0.11
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;0.18
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;0.2
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;0.21
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;0.22
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;0.23
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;0.25
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;0.25
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;0.31
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;0.34
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;48.53
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;48.97
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;46.34
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;47.2
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;46.02
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;45.19
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;45.95
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;45.23
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;42.29
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;41.17
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;24.01
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;25.17
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;25.34
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;23.4
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;23.67
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;24.09
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;22.86
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;21.86
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;20.35
Food Supply - Livestock and Fish Primary Equivalent;Czechia;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;19.09
